hum,rodada,corpo_vel,cabeca_rel_vel,focinho_visivel,orelhas_visiveis,focinho_cauda,pescoco_cauda,curvatura_graus,var_compr
still,1,5.227596233691542,4.871392796521165,1.0,1.0,46.3955085082543,32.83076717327637,10.769165940337922,0.4492589600697509
still,1,4.450217033369931,4.74407208538281,1.0,1.0,50.75572550164634,39.26682618784638,20.057707532021563,0.3087776186187166
object_interaction,1,11.772870621819221,11.218311856183949,1.0,1.0,60.65186543856598,44.71806880848324,9.208137941841132,3.2462476714687947
walking,1,48.24586387376385,30.647589284577013,0.8444444444444444,0.9666666666666667,56.101340656051576,39.37284369586708,11.396736601881486,7.523330928903897
object_interaction,1,5.596130143178324,4.912612337861116,1.0,1.0,46.567439887572135,32.01901423229255,4.24516025721666,0.342303427714807
object_interaction,1,11.904090036252034,11.289902272260846,1.0,1.0,54.03446409494599,40.594115578967255,5.289075779512575,0.7384181147606925
walking,1,46.18259335619845,36.072539899964404,0.8888888888888888,0.9333333333333333,54.71958935245698,35.883521245830934,9.883348462519649,9.062053199646053
object_interaction,1,9.327605811702043,8.478491282581908,1.0,1.0,48.542395711224316,35.56747774057098,26.660950630194964,0.4037500741276057
walking,1,48.24586387376385,30.49887445537092,0.9444444444444444,1.0,54.298149950067355,39.37284369586708,8.8192589310538,5.3876330883454795
still,1,3.2833225857040533,4.543792016300909,1.0,1.0,46.21298987949959,33.06880676370274,3.6092248113231413,0.5489614895325676
object_interaction,1,3.2507435439448003,4.470455236885183,1.0,1.0,45.43241833539,32.163797232359954,42.00635523690525,1.0605964330310789
still,1,3.4982834737192308,3.963752028419973,1.0,1.0,51.881745082986995,36.42705444511306,15.613151534283418,0.23212075713423547
still,1,4.153846324673091,3.9278998026055607,1.0,1.0,40.64255410281201,25.34291974102433,5.476712249799179,0.282250533636173
object_interaction,1,6.136316332279721,9.592694303692987,1.0,1.0,24.425052666365275,16.121411580507463,110.71314012353163,0.41562632940045663
object_interaction,1,5.953252145861381,10.135223032992563,1.0,1.0,24.46861198062161,16.13184771233805,110.732735554248,0.4114935102466048
object_interaction,1,5.588259916217307,6.984617647559241,1.0,1.0,41.894946563205735,28.692122188000567,16.875137556311177,1.1746105913024374
object_interaction,1,6.895445079355466,6.286703110677244,1.0,1.0,56.1845041609958,39.30711571544427,13.983737560227457,0.7739223505955825
still,1,4.78113092322278,5.2293141424566105,1.0,1.0,49.05133455320026,35.92986542551233,37.204233444019806,0.8907227344950537
walking,1,58.69100173734694,35.98603368792523,1.0,1.0,58.51721856567383,42.525240534493584,13.084672317501175,4.155377250300982
still,1,5.616876944753355,5.065727954894865,1.0,1.0,46.74168215733544,33.272850217048585,11.320481531735286,0.6156389027313376
still,1,5.231632424473192,9.740249999999659,0.18888888888888888,1.0,48.15292719035884,33.56534449042192,2.687828463671233,0.5203147194030189
object_interaction,1,3.231483198686809,5.495961978224761,1.0,1.0,44.34697295589852,28.547368175706602,1.9601879266260647,0.4227952757652766
object_interaction,1,12.470005245087213,12.74162134400855,1.0,1.0,62.041892366614235,44.95229315402713,8.665652005695296,2.0027664286245552
still,1,3.0023897535796893,3.632433236964098,1.0,1.0,51.97506172088667,36.47211295882694,16.14180044291742,0.17690333833521515
object_interaction,1,6.812425581399063,11.996426101239548,1.0,1.0,54.22253342513305,38.74945742888135,13.737002790703935,0.6621229258774805
object_interaction,1,6.185520490411692,6.059945857555037,1.0,1.0,40.06600953802284,29.2690905037558,34.341987635347216,1.1249377562443361
object_interaction,1,5.510976958008103,4.882995094347106,1.0,1.0,46.51043592414628,32.06799745807464,4.521777682001699,0.22088349480001268
walking,1,62.488283692281044,36.07832865104767,0.8,0.9777777777777777,60.52282913202008,42.599171250881795,17.49001770579718,6.882992090998497
object_interaction,1,12.30395345775059,11.397469243761892,1.0,1.0,61.364759080015034,44.95229315402713,8.914625666280608,2.6756621712498285
object_interaction,1,5.596130143178324,4.912612337861116,1.0,1.0,46.58609195820621,32.02953996914697,4.521777682001699,0.2937727033288488
still,1,3.9756309231745592,5.249628559603287,1.0,1.0,49.066308856858896,30.772978232955676,3.86826352289879,0.2977078302024926
object_interaction,1,6.887233808213401,8.18021803193524,1.0,1.0,47.348298734562704,30.301530930440258,5.289287137002502,1.0965223953090217
object_interaction,1,64.93725155327229,51.11909551426073,1.0,1.0,55.64155677004443,40.823965966750634,14.376738143526294,6.698761252505206
walking,1,66.80261906937804,36.85050070052486,1.0,1.0,58.21267827789758,40.89044713249194,14.136393891305016,4.66401305419735
still,1,3.2044083211727563,4.479086436138606,1.0,1.0,47.179179901882165,32.201168081305184,15.596058567991426,0.5856964834689876
object_interaction,1,6.4279187612245465,5.132838279043127,1.0,1.0,52.8574059623376,34.88637224954931,15.208352788570487,0.3610199136049695
object_interaction,1,8.002944044250313,10.326741812169068,1.0,1.0,24.901068069562797,16.403409304827356,108.43079486988975,0.8378711176054383
still,1,4.203178975740318,5.309428900221625,1.0,1.0,45.87994794160383,33.041332921792524,2.6348799338741924,0.7853949361661373
object_interaction,1,7.672144392522282,6.069720447869857,1.0,1.0,57.435043598718494,43.89237032788964,7.819929247246775,1.6218810274606497
object_interaction,1,8.27416284580532,9.425362497825338,1.0,1.0,43.68238906664425,30.652507807726366,18.0647749889029,1.942921304114466
object_interaction,1,3.2507435439448003,4.7579675790835125,1.0,1.0,45.54456096472986,32.153575531925014,42.422905114272695,1.0759637257778352
still,1,5.175793836939291,8.853738597096264,0.1,1.0,39.66506573800175,27.277975795299405,18.541411965632673,0.39341098109695166
walking,1,32.105746302548134,29.882840379936784,0.9888888888888889,1.0,48.493274296545515,35.13184622749596,27.392875728721027,4.662654964875959
walking,1,46.249109334823856,37.45585805920595,1.0,1.0,67.28581735328385,48.72156896020971,9.504506518073898,6.257695072826169
object_interaction,1,6.249373835265071,6.335660835382565,1.0,1.0,51.646991294466986,33.42998924294412,13.449759299741876,1.071193648930049
object_interaction,1,6.937003057401524,9.970645606623938,1.0,1.0,46.29698375021317,36.85871221396606,2.972490002478051,0.4168019119919802
walking,1,39.51461249123012,30.63140733238495,0.7888888888888889,0.8222222222222222,50.78680147439885,35.93510771225503,7.956971372790189,5.2943081145237585
still,1,4.258060986810866,5.575467240340308,1.0,1.0,49.30447250337656,31.744178393502704,4.6506065980100875,0.29786603589641214
object_interaction,1,4.90053032469979,4.675319999998605,1.0,1.0,46.56972988905285,31.82667680858651,4.346296564254554,0.43942719775111994
object_interaction,1,12.183090688533072,11.535686201462513,1.0,1.0,62.24593992145476,45.05189703895631,8.665652005695296,1.8065645677935263
object_interaction,1,12.517131148645284,12.249630294584222,1.0,1.0,61.82645108987623,44.95229315402713,8.755475518380159,2.2506555270531896
still,1,5.124519461696274,6.289131484744182,1.0,1.0,52.19253530950005,39.174524381992995,2.666938492078287,0.30490614460395
object_interaction,1,5.523024602960165,6.556035972117249,1.0,1.0,41.82304274627019,28.70440347613802,17.627008641737387,1.0691445941884876
still,1,3.0023897535796893,3.595525768743966,1.0,1.0,51.9903591013438,36.47723342978904,16.18669549828461,0.17694221478488434
object_interaction,1,8.074843523789816,11.484299088464615,1.0,1.0,51.120700905397726,32.96290687997505,11.00467130478622,0.7913473819531782
object_interaction,1,6.872023626218087,9.87692258494504,1.0,1.0,48.30144853962807,33.47638255546228,19.21279755047158,0.5454434452695375
object_interaction,1,36.071294885885536,32.173349865964845,1.0,1.0,57.47933404276705,39.807810414540505,16.648062112979922,5.821524004901467
object_interaction,1,8.999188071577061,14.813337600772785,0.9888888888888889,1.0,39.52880519317527,24.950438442270432,35.24036094228167,1.3759762625801337
walking,1,56.733297076002685,38.732024914463274,0.9222222222222223,1.0,51.10746677345688,37.52598514021166,14.66615359377673,4.983862868110977
object_interaction,1,5.761883517200548,7.769400973337766,1.0,1.0,51.93721362286393,37.15971331030673,25.40447035280574,1.0544600095796122
object_interaction,1,11.772870621819221,11.218311856183949,1.0,1.0,60.84459925793444,44.7866685172728,9.208137941841132,3.2307858952777075
still,1,5.489093658382667,4.92393510250677,1.0,1.0,48.93945284838064,35.6823315285545,38.386357258355936,0.7586472188849954
still,1,7.742997602614962,7.981816199149288,0.8777777777777778,1.0,51.17974819203393,37.822054485681555,4.470016240292104,0.979615717436522
still,1,4.446178539835989,4.718157596519349,1.0,1.0,51.03271886044405,33.18607465811348,0.7221439946595538,0.3508661182859702
rearing,2,7.724822003930195,12.909836234348647,1.0,1.0,48.68935131953332,32.753005052073476,17.323426436319167,1.6499537348777196
grooming,2,7.231718150101112,15.818028584852694,0.9666666666666667,0.9777777777777777,35.16029096864812,23.623259371256495,62.16158398748334,1.5819780970208737
grooming,2,7.930505987571247,8.61516308433504,1.0,1.0,53.22411290059814,39.76370272120512,1.1352785633694606,0.7525951752454111
object_interaction,2,47.925188085434094,37.99473862381102,1.0,1.0,58.85584637161416,40.49630218504555,12.251752544642047,6.165787304808196
object_interaction,2,8.887002033137897,16.289377375310526,1.0,1.0,45.11274659344581,29.755261577050646,16.231393912716012,4.799267985032217
still,2,4.616255663684483,5.684590906942851,1.0,1.0,50.06601847462242,32.23055942479843,3.09161213042961,0.5827551246824483
object_interaction,2,31.130175284262283,25.263287895918904,1.0,1.0,47.42831580008254,35.78409854541526,16.051487425217854,4.687295105813217
object_interaction,2,4.8743420280896395,8.59135934292676,1.0,1.0,50.67711427658291,39.44672563199063,19.172649068775875,0.6697797484365778
object_interaction,2,7.890538117600016,14.838903343377574,1.0,1.0,34.170701883241755,23.575282187646895,50.66325578629978,3.37696211502347
rearing,2,43.3591434622616,31.079121204540723,1.0,1.0,64.69314202595616,48.77516833924335,5.4997484124286045,4.732297809685616
still,2,4.646220015302805,6.613123454238429,1.0,1.0,51.47999345603944,38.10860734083737,6.712773823986085,0.28981537664453993
object_interaction,2,46.243117588558015,33.98775066815956,0.7444444444444445,0.9333333333333333,48.26958799285529,32.55318824631468,21.0308842002794,4.81238415791537
still,2,4.215661633409665,5.280846669162135,1.0,1.0,49.52566258039533,32.17790346264966,0.7630290049328072,0.3365547940974204
walking,2,36.39050404049521,32.17032066987312,0.9555555555555556,1.0,54.062023444130325,38.06632138791407,13.34524863920583,4.177213067076104
grooming,2,8.254817458823158,8.636613557437792,1.0,1.0,48.51075340457443,31.639140842746322,31.055869869352286,1.5725048431244628
still,2,8.218831953780988,8.114069630584687,0.6333333333333333,0.8777777777777778,41.45314969938954,29.364180337265154,32.78158999760977,0.6901508751187708
object_interaction,2,29.52318824863833,23.54453958045682,0.7666666666666667,1.0,50.48975033608305,36.96932133145971,15.377437742423181,5.175056730828394
still,2,8.653237430494071,12.667989658953841,0.2777777777777778,0.9333333333333333,50.83603675543563,33.952790132691334,9.556077622755508,1.0365080846395363
grooming,2,8.041794874279024,13.060216273511791,0.7,1.0,40.89498172147777,31.315804207853713,50.13182815092353,1.7563988199510778
still,2,4.346889961029692,5.635794551418513,1.0,1.0,45.936290709294134,30.417311307382334,57.45341798858089,0.6392859920168241
object_interaction,2,8.63536547685764,10.249959076608727,1.0,1.0,57.04416714170617,37.093614194797155,4.871951739218775,1.8383276429937363
grooming,2,8.743898375948087,14.777671833444995,1.0,1.0,44.37738207178151,31.76576058068227,8.001276459201264,1.2587613807900797
object_interaction,2,7.157875085372895,10.227852551659868,1.0,1.0,51.10871503861709,35.3828078497114,19.85642964002013,1.3498286361595024
walking,2,61.43192817778866,35.883352713954785,0.8666666666666667,0.9333333333333333,59.11615688263282,42.6251155893225,16.61647392973956,4.484025670338916
walking,2,59.645156749483704,26.620514038447876,1.0,1.0,53.799291254491976,38.320874772231186,8.371227417875147,5.036188348997239
still,2,4.512351515794601,4.657804690902951,1.0,1.0,39.24476474639644,26.106610676225287,21.965017686143835,0.5839225744420867
object_interaction,2,6.214856000085836,7.119057928019515,1.0,1.0,42.348340145851104,30.41564078766715,11.831794891362991,0.9595727647331077
grooming,2,10.456953464891312,21.209720510966058,0.14444444444444443,0.16666666666666666,42.63703050166604,29.699225880144162,5.6569295417543985,3.3945128251926837
object_interaction,2,56.62665548309254,40.92621602481813,0.9333333333333333,1.0,52.25378712630102,37.04655989864493,12.034140304568986,4.1137856328674705
object_interaction,2,69.60144556734814,43.974436765289234,0.9222222222222223,0.9666666666666667,55.52881814877748,39.947881908522746,22.816907943094755,7.112514122044778
rearing,2,34.65399102995987,33.50663424373288,0.9666666666666667,1.0,51.835739340729006,37.207801180539526,12.615122875493556,4.058800606079423
still,2,4.981244810537107,5.979897510058522,1.0,1.0,49.2815172907975,31.127201157792037,4.510092627125571,0.32488661216993503
still,2,7.2555878293213105,12.313002254271904,1.0,1.0,52.43706012494823,38.48645107887509,6.868583480135771,0.8621467332003996
object_interaction,2,63.5052348660548,40.78419304684243,0.9666666666666667,1.0,60.41495530909543,42.321525269446774,20.582406410788487,6.902253954226631
grooming,2,10.300702515702902,12.279400624039791,1.0,1.0,37.16467339790849,26.63690821368752,20.328661016829834,1.7892361822452454
still,2,6.554186161789711,5.916323949293744,0.0,1.0,,26.59936522692164,35.61531403339363,0.43220494579346075
object_interaction,2,7.854942038213892,8.994046433886606,1.0,1.0,41.555967496969025,25.71073284180043,33.63329339754911,0.9160206271907453
still,2,3.9222933361999415,3.818559075174487,1.0,1.0,34.45413954807867,21.992409305191874,35.6483722280091,1.4176082439721767
grooming,2,7.9722453351616425,14.878950521679297,0.5666666666666667,0.8111111111111111,40.51223302904937,20.0163883105819,126.2850629827684,4.345805966254553
object_interaction,2,34.20387223470737,29.298828961936312,1.0,1.0,48.88840460422422,36.77033734958471,18.18831356360468,4.466482477003739
still,2,3.9470615159256544,5.038170048143522,1.0,1.0,49.537310360820314,31.911712669393257,1.9817481377949564,0.38063124196018583
still,2,8.495054520748573,17.845008348144695,0.6,0.7,51.84093109711882,37.770024649184464,17.840523128128254,6.476390919951954
still,2,6.774280801885892,8.66754991199341,0.23333333333333334,1.0,48.32400712896233,33.955348428546955,3.334777470944304,0.5129678331891474
object_interaction,2,100.10335326627586,67.94703328657408,0.8666666666666667,0.8777777777777778,55.25828329761974,40.32441514764969,15.075772438633708,5.583223730315755
object_interaction,2,49.3256035025269,34.48645959645736,1.0,1.0,62.12202592036994,45.49822626086438,15.397440783705468,4.3044177414653415
still,2,4.8110018698914265,10.010383779281367,0.9888888888888889,0.9888888888888889,37.44476867334075,25.759028029023153,35.6338397947117,2.2738986075763217
grooming,2,7.461506857572133,12.206071279761641,0.5444444444444444,0.9,41.00931944082954,27.607605351144155,28.76327640657498,0.8269111628017
rearing,2,39.07119141024112,33.37836010571121,1.0,1.0,48.15977092962923,33.66373157362647,6.943144741790339,3.3288430519923535
still,2,3.8165591827325733,4.8090411490440275,1.0,1.0,33.54091477583758,22.31502016579864,58.13103630752221,1.384217927781502
grooming,2,8.945580628650418,15.10499892810466,0.011111111111111112,0.05555555555555555,,34.52389212858316,3.662333465771155,0.96897516178239
rearing,2,79.48090333575374,52.357006722566304,1.0,1.0,55.1029452025933,39.28683372327172,12.208559570569353,4.365852878994005
rearing,2,52.89694811888236,39.820307919866764,0.9444444444444444,0.9777777777777777,53.95541805972778,37.54411981849307,14.331179940809708,4.358605938148745
object_interaction,2,46.91717204712593,37.72948784504775,0.9888888888888889,0.9888888888888889,55.61352714942651,41.01996154313165,28.478163904727147,5.740689517968784
still,2,9.945570577523382,9.862361555986649,1.0,1.0,39.40366632845024,28.8779659072608,63.780941631897356,0.6477587178914694
walking,2,56.68012417304169,29.421993341505626,0.8888888888888888,0.9666666666666667,57.8907453549412,41.03074756490691,13.52788883622316,6.547649047012921
still,2,4.226726381136659,5.161892065754461,1.0,1.0,50.83706602346015,32.17671860214604,3.7124846383008103,0.4058270930513639
still,2,6.150790348240043,10.112155134317039,0.8555555555555555,1.0,52.22876013270849,38.59346453734186,6.011883220730506,0.5483495903164138
still,2,8.483416004917363,14.47910843472469,1.0,1.0,48.587220831600064,39.18807314582328,2.2768645420649394,0.5075233294658902
object_interaction,2,8.77691290765136,12.649221862362113,1.0,1.0,49.211295652541594,38.5331220462071,21.90047996917227,2.7749626309917312
still,2,7.180927075873455,11.60055816943729,0.9666666666666667,1.0,45.11012165800486,32.63629618997843,11.531308229459821,0.36044496812418675
still,2,6.661502493018866,8.269819509934768,0.022222222222222223,1.0,,33.88198968054706,3.3965651866125297,0.49901605110724984
still,2,9.749144723318112,14.722714837709313,1.0,1.0,42.91826470335922,26.244198803677,10.528105248985138,0.7450131575403081
grooming,2,8.949194558645909,9.11058423862096,1.0,1.0,40.82796065913418,30.773787282299548,19.72791012798565,0.5281649015176375
still,2,8.926080373517804,8.558048818913296,0.4444444444444444,1.0,51.45084830513855,32.18860128553705,7.244228944606937,2.0403747718451717
still,2,4.149411169322908,5.331712697070631,1.0,1.0,50.619860913147946,32.38988703763627,3.203051026523556,0.5701798918279501
walking,2,68.38274017883161,43.937798538353945,0.9,1.0,58.69465216695641,40.422163648176976,19.539681418901484,4.757944176196947
still,2,10.61822339059079,10.188257309691467,1.0,1.0,56.338480593824514,38.77281220866314,3.6224505651641445,2.409945385903788
walking,2,52.33419376233561,32.48836471120114,0.9,0.9888888888888889,56.55999350247489,36.71616074178134,7.848527988678194,8.082668997816382
still,2,6.550005037287691,9.090449889955865,1.0,1.0,39.99166344377288,26.286700534681028,19.27115544101137,3.00613279476627
still,2,6.616857476967239,7.903277091617688,1.0,1.0,43.41061215215576,33.232251981501435,9.089938523009767,0.3762668846641792
object_interaction,2,57.010487150222865,45.00278674157168,0.9555555555555556,1.0,55.59989921329296,41.12693834471615,10.349340120420626,6.417943089487968
still,2,6.835525643138292,11.127712077242284,0.7666666666666667,1.0,26.986544943730763,14.267850760162704,78.67933532437026,2.3966854690310244
object_interaction,2,47.170276086660145,32.0499269680179,1.0,1.0,56.28626870343173,37.76233872015176,19.135330003265477,5.0306187177453365
walking,2,96.75774003051409,51.567302028639645,0.9444444444444444,1.0,58.10181415412089,41.78979003278059,13.315564901674215,6.0865994927145115
still,2,8.909209478567375,13.266693670907395,1.0,1.0,43.27479312486659,26.14826908229301,33.40179034118692,1.4030634643901063
still,2,3.958990490643008,5.054633972950378,1.0,1.0,49.46098952236324,31.027901211521606,3.5133005047423547,0.3397519135433981
rearing,2,8.006029879090246,12.484294796655805,1.0,1.0,53.60857382532424,36.89610443293516,9.993507557253931,1.538960777360606
rearing,2,58.61516785969058,36.71447324492906,1.0,1.0,59.9766190481446,42.88385826641408,5.779918600426426,5.567169541801024
still,2,6.826321314734074,8.541923197419036,1.0,1.0,48.565540483554344,35.23432281712524,9.270641737488699,0.4497323858373652
grooming,2,9.232511327369348,12.500795605996066,0.5666666666666667,0.9666666666666667,42.48438715575405,29.63409542703026,11.829682456972954,1.2131492877953378
still,2,5.215985550305189,7.370670473952811,0.08888888888888889,1.0,39.407671441596705,27.648807704982488,21.963392916400064,0.3991667007088213
rearing,2,9.354961597494919,11.928888287824948,0.5666666666666667,1.0,51.248821664502685,37.57154918562901,6.643142427607118,1.8796617530707622
grooming,2,10.710197885103964,22.55688023269186,0.7444444444444445,0.9111111111111111,37.77600726651772,25.051838305589577,28.71949047544622,1.8742197503432738
grooming,2,5.7830452454223,9.307989171255247,1.0,1.0,49.84693844265517,37.46408113703479,12.592423103462496,0.5508376827306954
grooming,2,9.704219358635745,14.797200005260173,0.6111111111111112,0.8666666666666667,42.0462149782831,24.81267979873071,18.253578924125733,1.1375419669889335
object_interaction,2,7.499270161268377,9.369160792567843,0.8444444444444444,1.0,41.99045814152919,28.582725462905138,8.514529325984743,1.7610794383627852
still,2,5.677713474718228,6.83447434727738,1.0,1.0,38.942927397044095,26.598496217331352,36.65448478792799,0.3432168653553124
object_interaction,2,47.497911739049066,34.3169587086695,1.0,1.0,59.057347618963675,42.676251714024836,12.491757653764223,7.7968455499898095
grooming,2,9.828378085447186,15.122857248512702,0.0,0.0,,31.210245043011163,15.175488975625091,4.450446842497833
walking,2,48.00745925720773,30.838678553546295,1.0,1.0,66.52570239787221,48.05689732058015,20.290377094859597,4.335355192967861
grooming,2,7.718191503830951,11.524702316537642,0.43333333333333335,1.0,41.83179197691633,29.198345263414026,3.2162624464468084,0.8554964081031
object_interaction,2,118.23950499382066,61.46128759354279,0.9555555555555556,1.0,54.9964054459614,39.22275430488685,10.151684463047525,4.466380374441013
still,2,4.638674461567229,6.38368035172517,1.0,1.0,36.374825191456345,24.609203388832825,71.64389932185726,0.28820723375164115
still,2,6.661300238076074,7.354811418493303,1.0,1.0,51.93501478681409,38.87376952432314,4.048063611602997,0.3375411441977032
still,2,6.3466384299486664,7.733189246488015,1.0,1.0,52.104909446368765,38.886079389478105,3.67012243056217,0.4558823256727076
rearing,2,38.151527485206984,41.16691243837922,1.0,1.0,51.73858752717786,35.44605598581437,11.945536536689103,4.2556520062189
object_interaction,2,5.479512723335698,8.437074002685621,1.0,1.0,54.18330849168583,42.569544682009344,17.368552134315447,3.0391671790962413
