clip_id,session_id,start_frame,end_frame
TR_22_cam1_6002,TR_22_cam1,6002,6091
TT_13_cam3_6885,TT_13_cam3,6885,6974
TT_29_cam2_5831,TT_29_cam2,5831,5920
TT_20_cam2_8917,TT_20_cam2,8917,9006
TT_33_cam2_435,TT_33_cam2,435,524
TR_22_cam1_3847,TR_22_cam1,3847,3936
TT_22_cam1_1433,TT_22_cam1,1433,1522
TT_29_cam2_7642,TT_29_cam2,7642,7731
TT_13_cam3_6886,TT_13_cam3,6886,6975
TT_1_cam1_4856,TT_1_cam1,4856,4945
TR_32_cam1_7931,TR_32_cam1,7931,8020
TT_31_cam3_2391,TT_31_cam3,2391,2480
TT_10_cam3_4848,TT_10_cam3,4848,4937
TR_25_cam1_7497,TR_25_cam1,7497,7586
TT_19_cam1_1899,TT_19_cam1,1899,1988
TT_19_cam1_3402,TT_19_cam1,3402,3491
